Division,Gender,Age,Year,Provin,Value
Height,Female,30s,2014,Ulsan,161.04
Height,Female,30s,2015,Ulsan,161.09
Height,Female,30s,2016,Ulsan,161.22
Height,Female,30s,2017,Ulsan,161.12
Height,Female,30s,2018,Ulsan,161.19
Height,Female,30s,2019,Ulsan,161.19
Height,Female,30s,2012,Seoul,161.21
Height,Female,30s,2013,Seoul,161.46
Height,Female,30s,2014,Seoul,161.54
Height,Female,30s,2015,Seoul,161.72
Height,Female,30s,2016,Seoul,161.80
Height,Female,30s,2017,Seoul,161.65
Height,Female,30s,2018,Seoul,161.70
Height,Female,30s,2019,Seoul,161.70
Height,Female,30s,2012,Sejong,159.88
Height,Female,30s,2013,Sejong,160.47
Height,Female,30s,2014,Sejong,160.57
Height,Female,30s,2015,Sejong,161.06
Height,Female,30s,2016,Sejong,161.42
Height,Female,30s,2017,Sejong,161.13
Height,Female,30s,2018,Sejong,161.20
Height,Female,30s,2019,Sejong,161.20
Height,Female,30s,2012,Jeonnam,160.05
Height,Female,30s,2013,Jeonnam,160.23
Height,Female,30s,2014,Jeonnam,160.36
Height,Female,30s,2015,Jeonnam,160.49
Height,Female,30s,2016,Jeonnam,160.57
Height,Female,30s,2017,Jeonnam,160.51
Height,Female,30s,2018,Jeonnam,160.51
Height,Female,30s,2019,Jeonnam,160.51
Height,Female,30s,2012,Jeonbuk,160.10
Height,Female,30s,2013,Jeonbuk,160.29
Height,Female,30s,2014,Jeonbuk,160.41
Height,Female,30s,2015,Jeonbuk,160.63
Height,Female,30s,2016,Jeonbuk,160.73
Height,Female,30s,2017,Jeonbuk,160.61
Height,Female,30s,2018,Jeonbuk,160.69
Height,Female,30s,2019,Jeonbuk,160.69
Height,Female,30s,2012,Jeju,159.71
Height,Female,30s,2013,Jeju,160.04
Height,Female,30s,2014,Jeju,159.96
Height,Female,30s,2015,Jeju,160.35
Height,Female,30s,2016,Jeju,160.48
Height,Female,30s,2017,Jeju,160.43
Height,Female,30s,2018,Jeju,160.46
Height,Female,30s,2019,Jeju,160.46
Height,Female,30s,2012,Incheon,160.64
Height,Female,30s,2013,Incheon,160.93
Height,Female,30s,2014,Incheon,161.01
Height,Female,30s,2015,Incheon,161.20
Height,Female,30s,2016,Incheon,161.32
Height,Female,30s,2017,Incheon,161.17
Height,Female,30s,2018,Incheon,161.26
Height,Female,30s,2019,Incheon,161.26
Height,Female,30s,2012,Gyeongnam,160.51
Height,Female,30s,2013,Gyeongnam,160.64
Height,Female,30s,2014,Gyeongnam,160.72
Height,Female,30s,2015,Gyeongnam,160.89
Height,Female,30s,2016,Gyeongnam,160.98
Height,Female,30s,2017,Gyeongnam,160.85
Height,Female,30s,2018,Gyeongnam,160.90
Height,Female,30s,2019,Gyeongnam,160.90
Height,Female,30s,2012,Gyeonggi,160.57
Height,Female,30s,2013,Gyeonggi,160.75
Height,Female,30s,2014,Gyeonggi,160.89
Height,Female,30s,2015,Gyeonggi,161.10
Height,Female,30s,2016,Gyeonggi,161.22
Height,Female,30s,2017,Gyeonggi,161.08
Height,Female,30s,2018,Gyeonggi,161.14
Height,Female,30s,2019,Gyeonggi,161.14
Height,Female,30s,2012,Gyeongbuk,160.21
Height,Female,30s,2013,Gyeongbuk,160.37
Height,Female,30s,2014,Gyeongbuk,160.50
Height,Female,30s,2015,Gyeongbuk,160.61
Height,Female,30s,2016,Gyeongbuk,160.75
Height,Female,30s,2017,Gyeongbuk,160.71
Height,Female,30s,2018,Gyeongbuk,160.66
Height,Female,30s,2019,Gyeongbuk,160.66
Height,Female,30s,2012,Gwangju,160.40
Height,Female,30s,2013,Gwangju,160.50
Height,Female,30s,2014,Gwangju,160.69
Height,Female,30s,2015,Gwangju,160.81
Height,Female,30s,2016,Gwangju,160.96
Height,Female,30s,2017,Gwangju,160.78
Height,Female,30s,2018,Gwangju,160.86
Height,Female,30s,2019,Gwangju,160.86
Height,Female,30s,2012,Gangwon,160.34
Height,Female,30s,2013,Gangwon,160.54
Height,Female,30s,2014,Gangwon,160.69
Height,Female,30s,2015,Gangwon,160.87
Height,Female,30s,2016,Gangwon,160.99
Height,Female,30s,2017,Gangwon,160.90
Height,Female,30s,2018,Gangwon,160.95
Height,Female,30s,2019,Gangwon,160.95
Height,Female,30s,2012,Daejeon,160.70
Height,Female,30s,2013,Daejeon,160.85
Height,Female,30s,2014,Daejeon,161.10
Height,Female,30s,2015,Daejeon,161.28
Height,Female,30s,2016,Daejeon,161.36
Height,Female,30s,2017,Daejeon,161.27
Height,Female,30s,2018,Daejeon,161.36
Height,Female,30s,2019,Daejeon,161.36
Height,Female,30s,2012,Daegu,160.73
Height,Female,30s,2013,Daegu,160.88
Height,Female,30s,2014,Daegu,160.97
Height,Female,30s,2015,Daegu,161.10
Height,Female,30s,2016,Daegu,161.13
Height,Female,30s,2017,Daegu,161.11
Height,Female,30s,2018,Daegu,161.12
Height,Female,30s,2019,Daegu,161.12
Height,Female,30s,2012,Chungnam,160.05
Height,Female,30s,2013,Chungnam,160.23
Height,Female,30s,2014,Chungnam,160.37
Height,Female,30s,2015,Chungnam,160.53
Height,Female,30s,2016,Chungnam,160.59
Height,Female,30s,2017,Chungnam,160.46
Height,Female,30s,2018,Chungnam,160.56
Height,Female,30s,2019,Chungnam,160.56
Height,Female,30s,2012,Chungbuk,160.17
Height,Female,30s,2013,Chungbuk,160.32
Height,Female,30s,2014,Chungbuk,160.47
Height,Female,30s,2015,Chungbuk,160.63
Height,Female,30s,2016,Chungbuk,160.74
Height,Female,30s,2017,Chungbuk,160.63
Height,Female,30s,2018,Chungbuk,160.63
Height,Female,30s,2019,Chungbuk,160.63
Height,Female,30s,2012,Busan,160.95
Height,Female,30s,2013,Busan,161.10
Height,Female,30s,2014,Busan,161.19
Height,Female,30s,2015,Busan,161.32
Height,Female,30s,2016,Busan,161.37
Height,Female,30s,2017,Busan,161.24
Height,Female,30s,2018,Busan,161.27
Height,Female,30s,2019,Busan,161.27
Height,Female,20s,2012,Ulsan,161.49
Height,Female,20s,2013,Ulsan,161.55
Height,Female,20s,2014,Ulsan,161.58
Height,Female,20s,2015,Ulsan,161.62
Height,Female,20s,2016,Ulsan,161.68
Height,Female,20s,2017,Ulsan,161.52
Height,Female,20s,2018,Ulsan,161.42
Height,Female,20s,2019,Ulsan,161.42
Height,Female,20s,2012,Seoul,161.99
Height,Female,20s,2013,Seoul,162.06
Height,Female,20s,2014,Seoul,162.09
Height,Female,20s,2015,Seoul,162.12
Height,Female,20s,2016,Seoul,162.12
Height,Female,20s,2017,Seoul,161.86
Height,Female,20s,2018,Seoul,161.82
Height,Female,20s,2019,Seoul,161.82
Height,Female,20s,2012,Sejong,161.25
Height,Female,20s,2013,Sejong,161.31
Height,Female,20s,2014,Sejong,161.44
Height,Female,20s,2015,Sejong,161.55
Height,Female,20s,2016,Sejong,161.64
Height,Female,20s,2017,Sejong,161.37
Height,Female,20s,2018,Sejong,161.15
Height,Female,20s,2019,Sejong,161.15
Height,Female,20s,2012,Jeonnam,161.19
Height,Female,20s,2013,Jeonnam,161.25
Height,Female,20s,2014,Jeonnam,161.28
Height,Female,20s,2015,Jeonnam,161.25
Height,Female,20s,2016,Jeonnam,161.28
Height,Female,20s,2017,Jeonnam,161.19
Height,Female,20s,2018,Jeonnam,161.12
Height,Female,20s,2019,Jeonnam,161.12
Height,Female,20s,2012,Jeonbuk,161.27
Height,Female,20s,2013,Jeonbuk,161.38
Height,Female,20s,2014,Jeonbuk,161.33
Height,Female,20s,2015,Jeonbuk,161.39
Height,Female,20s,2016,Jeonbuk,161.49
Height,Female,20s,2017,Jeonbuk,161.27
Height,Female,20s,2018,Jeonbuk,161.21
Height,Female,20s,2019,Jeonbuk,161.21
Height,Female,20s,2012,Jeju,160.79
Height,Female,20s,2013,Jeju,160.87
Height,Female,20s,2014,Jeju,160.77
Height,Female,20s,2015,Jeju,161.01
Height,Female,20s,2016,Jeju,161.00
Height,Female,20s,2017,Jeju,160.87
Height,Female,20s,2018,Jeju,160.84
Height,Female,20s,2019,Jeju,160.84
Height,Female,20s,2012,Incheon,161.73
Height,Female,20s,2013,Incheon,161.82
Height,Female,20s,2014,Incheon,161.76
Height,Female,20s,2015,Incheon,161.75
Height,Female,20s,2016,Incheon,161.73
Height,Female,20s,2017,Incheon,161.47
Height,Female,20s,2018,Incheon,161.41
Height,Female,20s,2019,Incheon,161.41
Height,Female,20s,2012,Gyeongnam,161.34
Height,Female,20s,2013,Gyeongnam,161.35
Height,Female,20s,2014,Gyeongnam,161.30
Height,Female,20s,2015,Gyeongnam,161.37
Height,Female,20s,2016,Gyeongnam,161.45
Height,Female,20s,2017,Gyeongnam,161.29
Height,Female,20s,2018,Gyeongnam,161.19
Height,Female,20s,2019,Gyeongnam,161.19
Height,Female,20s,2012,Gyeonggi,161.54
Height,Female,20s,2013,Gyeonggi,161.59
Height,Female,20s,2014,Gyeonggi,161.62
Height,Female,20s,2015,Gyeonggi,161.66
Height,Female,20s,2016,Gyeonggi,161.68
Height,Female,20s,2017,Gyeonggi,161.42
Height,Female,20s,2018,Gyeonggi,161.38
Height,Female,20s,2019,Gyeonggi,161.38
Height,Female,20s,2012,Gyeongbuk,161.17
Height,Female,20s,2013,Gyeongbuk,161.18
Height,Female,20s,2014,Gyeongbuk,161.26
Height,Female,20s,2015,Gyeongbuk,161.23
Height,Female,20s,2016,Gyeongbuk,161.32
Height,Female,20s,2017,Gyeongbuk,161.13
Height,Female,20s,2018,Gyeongbuk,161.09
Height,Female,20s,2019,Gyeongbuk,161.09
Height,Female,20s,2012,Gwangju,161.31
Height,Female,20s,2013,Gwangju,161.46
Height,Female,20s,2014,Gwangju,161.52
Height,Female,20s,2015,Gwangju,161.47
Height,Female,20s,2016,Gwangju,161.53
Height,Female,20s,2017,Gwangju,161.38
Height,Female,20s,2018,Gwangju,161.26
Height,Female,20s,2019,Gwangju,161.26
Height,Female,20s,2012,Gangwon,161.40
Height,Female,20s,2013,Gangwon,161.54
Height,Female,20s,2014,Gangwon,161.54
Height,Female,20s,2015,Gangwon,161.54
Height,Female,20s,2016,Gangwon,161.64
Height,Female,20s,2017,Gangwon,161.35
Height,Female,20s,2018,Gangwon,161.27
Height,Female,20s,2019,Gangwon,161.27
Height,Female,20s,2012,Daejeon,161.61
Height,Female,20s,2013,Daejeon,161.73
Height,Female,20s,2014,Daejeon,161.75
Height,Female,20s,2015,Daejeon,161.83
Height,Female,20s,2016,Daejeon,161.81
Height,Female,20s,2017,Daejeon,161.56
Height,Female,20s,2018,Daejeon,161.53
Height,Female,20s,2019,Daejeon,161.53
Height,Female,20s,2012,Daegu,161.46
Height,Female,20s,2013,Daegu,161.51
Height,Female,20s,2014,Daegu,161.50
Height,Female,20s,2015,Daegu,161.47
Height,Female,20s,2016,Daegu,161.54
Height,Female,20s,2017,Daegu,161.31
Height,Female,20s,2018,Daegu,161.28
Height,Female,20s,2019,Daegu,161.28
Height,Female,20s,2012,Chungnam,161.22
Height,Female,20s,2013,Chungnam,161.16
Height,Female,20s,2014,Chungnam,161.25
Height,Female,20s,2015,Chungnam,161.19
Height,Female,20s,2016,Chungnam,161.35
Height,Female,20s,2017,Chungnam,161.04
Height,Female,20s,2018,Chungnam,161.02
Height,Female,20s,2019,Chungnam,161.02
Height,Female,20s,2012,Chungbuk,161.35
Height,Female,20s,2013,Chungbuk,161.40
Height,Female,20s,2014,Chungbuk,161.40
Height,Female,20s,2015,Chungbuk,161.50
Height,Female,20s,2016,Chungbuk,161.43
Height,Female,20s,2017,Chungbuk,161.23
Height,Female,20s,2018,Chungbuk,161.12
Height,Female,20s,2019,Chungbuk,161.12
Height,Female,20s,2012,Busan,161.46
Height,Female,20s,2013,Busan,161.57
Height,Female,20s,2014,Busan,161.54
Height,Female,20s,2015,Busan,161.57
Height,Female,20s,2016,Busan,161.62
Height,Female,20s,2017,Busan,161.43
Height,Female,20s,2018,Busan,161.32
Height,Female,20s,2019,Busan,161.32
Height,Female,10s,2012,Ulsan,161.13
Height,Female,10s,2013,Ulsan,161.03
Height,Female,10s,2014,Ulsan,160.85
Height,Female,10s,2015,Ulsan,160.82
Height,Female,10s,2016,Ulsan,161.28
Height,Female,10s,2017,Ulsan,160.33
Height,Female,10s,2018,Ulsan,160.65
Height,Female,10s,2019,Ulsan,160.65
Height,Female,10s,2012,Seoul,161.22
Height,Female,10s,2013,Seoul,161.40
Height,Female,10s,2014,Seoul,161.28
Height,Female,10s,2015,Seoul,161.21
Height,Female,10s,2016,Seoul,161.11
Height,Female,10s,2017,Seoul,161.07
Height,Female,10s,2018,Seoul,160.98
Height,Female,10s,2019,Seoul,160.98
Height,Female,10s,2012,Sejong,160.54
Height,Female,10s,2013,Sejong,160.46
Height,Female,10s,2014,Sejong,159.97
Height,Female,10s,2015,Sejong,160.52
Height,Female,10s,2016,Sejong,160.16
Height,Female,10s,2017,Sejong,159.33
Height,Female,10s,2018,Sejong,160.08
Height,Female,10s,2019,Sejong,160.08
Height,Female,10s,2012,Jeonnam,160.79
Height,Female,10s,2013,Jeonnam,160.99
Height,Female,10s,2014,Jeonnam,160.73
Height,Female,10s,2015,Jeonnam,161.08
Height,Female,10s,2016,Jeonnam,161.04
Height,Female,10s,2017,Jeonnam,160.80
Height,Female,10s,2018,Jeonnam,160.68
Height,Female,10s,2019,Jeonnam,160.68
Height,Female,10s,2012,Jeonbuk,160.80
Height,Female,10s,2013,Jeonbuk,160.75
Height,Female,10s,2014,Jeonbuk,160.83
Height,Female,10s,2015,Jeonbuk,161.40
Height,Female,10s,2016,Jeonbuk,160.76
Height,Female,10s,2017,Jeonbuk,161.71
Height,Female,10s,2018,Jeonbuk,160.35
Height,Female,10s,2019,Jeonbuk,160.35
Height,Female,10s,2012,Jeju,160.55
Height,Female,10s,2013,Jeju,160.95
Height,Female,10s,2014,Jeju,160.57
Height,Female,10s,2015,Jeju,160.81
Height,Female,10s,2016,Jeju,160.86
Height,Female,10s,2017,Jeju,160.20
Height,Female,10s,2018,Jeju,161.08
Height,Female,10s,2019,Jeju,161.08
Height,Female,10s,2012,Incheon,161.58
Height,Female,10s,2013,Incheon,161.43
Height,Female,10s,2014,Incheon,161.06
Height,Female,10s,2015,Incheon,161.26
Height,Female,10s,2016,Incheon,160.90
Height,Female,10s,2017,Incheon,160.57
Height,Female,10s,2018,Incheon,161.22
Height,Female,10s,2019,Incheon,161.22
Height,Female,10s,2012,Gyeongnam,160.94
Height,Female,10s,2013,Gyeongnam,160.50
Height,Female,10s,2014,Gyeongnam,160.89
Height,Female,10s,2015,Gyeongnam,160.79
Height,Female,10s,2016,Gyeongnam,161.00
Height,Female,10s,2017,Gyeongnam,160.78
Height,Female,10s,2018,Gyeongnam,160.65
Height,Female,10s,2019,Gyeongnam,160.65
Height,Female,10s,2012,Gyeonggi,161.10
Height,Female,10s,2013,Gyeonggi,161.04
Height,Female,10s,2014,Gyeonggi,160.79
Height,Female,10s,2015,Gyeonggi,161.00
Height,Female,10s,2016,Gyeonggi,161.03
Height,Female,10s,2017,Gyeonggi,160.72
Height,Female,10s,2018,Gyeonggi,160.71
Height,Female,10s,2019,Gyeonggi,160.71
Height,Female,10s,2012,Gyeongbuk,160.68
Height,Female,10s,2013,Gyeongbuk,160.81
Height,Female,10s,2014,Gyeongbuk,160.59
Height,Female,10s,2015,Gyeongbuk,160.25
Height,Female,10s,2016,Gyeongbuk,160.63
Height,Female,10s,2017,Gyeongbuk,160.53
Height,Female,10s,2018,Gyeongbuk,160.58
Height,Female,10s,2019,Gyeongbuk,160.58
Height,Female,10s,2012,Gwangju,160.95
Height,Female,10s,2013,Gwangju,161.45
Height,Female,10s,2014,Gwangju,161.04
Height,Female,10s,2015,Gwangju,160.90
Height,Female,10s,2016,Gwangju,161.34
Height,Female,10s,2017,Gwangju,160.61
Height,Female,10s,2018,Gwangju,160.87
Height,Female,10s,2019,Gwangju,160.87
Height,Female,10s,2012,Gangwon,161.18
Height,Female,10s,2013,Gangwon,160.82
Height,Female,10s,2014,Gangwon,161.42
Height,Female,10s,2015,Gangwon,160.98
Height,Female,10s,2016,Gangwon,160.87
Height,Female,10s,2017,Gangwon,160.63
Height,Female,10s,2018,Gangwon,160.22
Height,Female,10s,2019,Gangwon,160.22
Height,Female,10s,2012,Daejeon,160.82
Height,Female,10s,2013,Daejeon,161.13
Height,Female,10s,2014,Daejeon,161.40
Height,Female,10s,2015,Daejeon,160.79
Height,Female,10s,2016,Daejeon,160.76
Height,Female,10s,2017,Daejeon,160.44
Height,Female,10s,2018,Daejeon,160.96
Height,Female,10s,2019,Daejeon,160.96
Height,Female,10s,2012,Daegu,161.11
Height,Female,10s,2013,Daegu,160.89
Height,Female,10s,2014,Daegu,161.07
Height,Female,10s,2015,Daegu,161.13
Height,Female,10s,2016,Daegu,161.25
Height,Female,10s,2017,Daegu,160.82
Height,Female,10s,2018,Daegu,160.55
Height,Female,10s,2019,Daegu,160.55
Height,Female,10s,2012,Chungnam,160.93
Height,Female,10s,2013,Chungnam,161.12
Height,Female,10s,2014,Chungnam,160.89
Height,Female,10s,2015,Chungnam,160.66
Height,Female,10s,2016,Chungnam,160.70
Height,Female,10s,2017,Chungnam,160.80
Height,Female,10s,2018,Chungnam,160.24
Height,Female,10s,2019,Chungnam,160.24
Height,Female,10s,2012,Chungbuk,160.94
Height,Female,10s,2013,Chungbuk,161.26
Height,Female,10s,2014,Chungbuk,161.01
Height,Female,10s,2015,Chungbuk,160.93
Height,Female,10s,2016,Chungbuk,160.73
Height,Female,10s,2017,Chungbuk,159.87
Height,Female,10s,2018,Chungbuk,160.81
Height,Female,10s,2019,Chungbuk,160.81
Height,Female,10s,2012,Busan,160.83
Height,Female,10s,2013,Busan,160.90
Height,Female,10s,2014,Busan,161.02
Height,Female,10s,2015,Busan,161.04
Height,Female,10s,2016,Busan,160.58
Height,Female,10s,2017,Busan,160.53
Height,Female,10s,2018,Busan,161.31
Height,Female,10s,2019,Busan,161.31
